id,text,label
7736,I believe you meant to say the opposite of! what you said.,5
7737,You switched the x and y axes in that chart.,5
7738,You mislabeled the diagram in this section.,5
7739,"Great video, very! informative and well explained.",0
7740,"So well done, I watched it three times already.",0
7741,The editing is horrible and the pacing! is off.,1
7742,"Fantastic content, keep up the great work!",0
7743,"Stop using that background music, it is distracting.",6
7744,I paused this halfway through.!,2
7745,"I do not! recommend this at all, very bad content.",1
7746,Pin this comment! so everyone can see it.,6
7747,Can you make a follow up video on this topic?,4
7748,"Visit my! website for amazing deals, link in bio!",3
7749,You mislabeled the diagram in this section.,5
7750,"Great video, very informative! and well explained.",0
7751,"Upload more frequently, we need this content!",6
7752,"Fantastic content, keep up the great! work!",0
7753,"That definition is not quite accurate, please check again.",5
7754,I watched this video.,2
7755,Do you have a written version of this tutorial?,4
7756,Turn on the captions for accessibility.,6
7757,Subscribe! to my channel for free money giveaway!,3
7758,This! is the most confusing explanation I have ever seen.,1
7759,Please make more videos on this subject!,6
7760,"Great video, very informative! and well explained.",0
7761,This was suggested to me by YouTube.,2
7762,You switched the x and y! axes in that chart.,5
7763,"You are incredibly! talented, this is top notch.",0
7764,Please include the source links in the description.,6
7765,The formula you used there is actually wrong.,5
7766,How long did it take you to create this?,4
7767,This was suggested to me by! YouTube.,2
7768,Why does this! happen the way it does?,4
7769,I watched this video.,2
7770,"I regret watching this,! total garbage.",1
7771,Pin this comment so everyone can see it.,6
7772,Promo code SPAM50 for discount on my useless product!,3
7773,Can someone explain what this means?!,4
7774,I watched this video.,2
7775,"Perfect video,! exactly what I was looking for.",0
7776,You mislabeled the diagram in this section.,5
7777,Do not cut the video so abruptly at the end.,6
7778,Do you have a written version of this tutorial?,4
7779,The video has a few chapters.,2
7780,Fix the audio levels in your next upload.,6
7781,"Nothing useful here,! just filler content.",1
7782,This channel deserves way more subscribers.,0
7783,"Free followers! and likes at my profile, check it out!",3
7784,Can you make a! follow up video on this topic?,4
7785,Check my latest video for free robux and vbucks!,3
7786,Unsubscribed after watching this! disaster.,1
7787,"Fantastic content, keep up the great work!",0
7788,The! spelling of that term is incorrect in your slides.,5
7789,Subscribe! to my channel for free money giveaway!,3
7790,I believe you meant to say the opposite of what you said.,5
7791,"That is a common misconception, the real answer is different.",5
7792,"Stop using that background music, it is distracting.",6
7793,"You are incredibly talented,! this is top notch.",0
7794,Share this video with everyone you know.,6
7795,Add timestamps to your videos please.!,6
7796,"Perfect! video, exactly what I was looking for.",0
7797,I watched this video.,2
7798,Please include the source links! in the description.,6
7799,I think you got the steps in the! wrong order here.,5
7800,I believe you meant to say the opposite of what! you said.,5
7801,Unsubscribed after watching this disaster.,1
7802,The! video covers the basics.,2
7803,There! are subtitles available for this video.,2
7804,Why is my result different from what you showed?,4
7805,The spelling of that term is incorrect in your slides.,5
7806,"This is terrible, complete waste of my time.",1
7807,"That is a common misconception, the real answer is different.",5
7808,Click here to win a free! iPhone now!!!,3
7809,I believe you meant to say the opposite of what you said.,5
7810,"Very rude presenter, extremely off-putting.",1
7811,This is completely! wrong and misleading information.,1
7812,The presenter! talks about several points.,2
7813,You made a mistake at around the three minute mark.,5
7814,Do you have a written version of this tutorial?,4
7815,Fix the audio levels in your next upload.,6
7816,Click here to win a free iPhone now!!!,3
7817,"Buy cheap views and subscribers now, DM me!",3
7818,Turn on the captions for accessibility.,6
7819,One of the best videos I have watched in a long! time.,0
7820,There are subtitles available for this video.,2
7821,Do not cut the video so abruptly at the end.,6
7822,What do you think about the alternative approach?,4
7823,This is completely! wrong and misleading information.,1
7824,What do you think about the alternative approach?,4
7825,Please slow down when explaining complex parts.!,6
7826,This video is about twelve minutes long.,2
7827,"I do! not recommend this at all, very bad content.",1
7828,"Great video, very informative and well explained.",0
7829,"So many errors in this video, very unprofessional.",1
7830,"That is a common misconception, the real answer is different.!",5
7831,"I learned so much! from this, thank you!",0
7832,I came across this while! browsing.,2
7833,Pin this comment so everyone can! see it.,6
7834,Has anyone tried this on a Mac instead of Windows?,4
7835,"I learned so much from this, thank you!",0
7836,Do not skip the introduction next time please.,6
7837,"You are incredibly talented, this is top notch.",0
7838,Do not skip the introduction next time please.,6
7839,The formula you used there is! actually wrong.,5
7840,That calculation gives a different result when done correctly.,5
7841,"Beautifully made, the quality is outstanding.",0
7842,"This is terrible, complete! waste of my time.",1
7843,How long did it take you to create this?,4
7844,You switched the x and y axes in that chart.,5
7845,Can! someone explain what this means?,4
7846,How many hours did you spend! on this project?,4
7847,"Perfect video, exactly what I! was looking for.",0
7848,The formula you used there is actually wrong.,5
7849,Do not skip the introduction next time please.,6
7850,Subscribe to my channel for free money giveaway!,3
7851,Really! appreciate the effort you put into this.,0
7852,"Free followers and likes at my profile, check it out!",3
7853,"I got 10000! subscribers in one day, here is how!",3
7854,Why is my result different from what you showed?,4
7855,"Free followers and likes at my profile,! check it out!",3
7856,Add timestamps to your videos please.,6
7857,What do you! think about the alternative approach?,4
7858,"This! is terrible, complete waste of my time.",1
7859,Is this method still relevant in the current year?,4
7860,One of the best videos I have watched in a long time.,0
7861,"I regret watching this, total garbage.",1
7862,I found this in my! recommendations.,2
7863,The link you shared in the description is broken.!,5
7864,"Small error in the code, you forgot! a closing bracket.",5
7865,"I got 10000 subscribers in one day, here is how!",3
7866,"Worst video I have seen, very disappointing.",1
7867,First comment! Subscribe to! me for no reason!,3
7868,What do you think about the alternative approach?!,4
7869,"This is absolutely amazing, loved every second of it!",0
7870,"Visit my website for! amazing deals, link in bio!",3
7871,Please respond! to your comments more often.,6
7872,I think you got the steps! in the wrong order here.,5
7873,Click here to win! a free iPhone now!!!,3
7874,"This is a scam avoid at all costs, visit my! page instead!",3
7875,That calculation gives a different result when done correctly.,5
7876,The presenter talks about several points.,2
7877,Do! not forget to add subtitles next time.,6
7878,The video covers the basics.,2
7879,This channel is going downhill! fast.,1
7880,Where can I! download the files you used here?,4
7881,"Actually that is not correct, the answer is different.",5
7882,Please slow down when explaining complex parts.,6
7883,The video has a few chapters.,2
7884,"I! learned so much from this, thank you!",0
7885,This channel is going downhill fast.,1
7886,"Make money online fast, no experience needed!",3
7887,"You are incredibly talented, this is top notch.",0
7888,"That! is a common misconception, the real answer is different.",5
7889,There are links! in the description.,2
7890,"Perfect video, exactly what I was looking for.",0
7891,You switched the x and y axes in that chart.,5
7892,"This is a scam avoid at all costs, visit my page instead!",3
7893,The link you! shared in the description is broken.,5
7894,"Free crypto airdrop, send me your wallet address!",3
7895,"This made my day, so inspiring and motivating.!",0
7896,Fix the audio levels in your next upload.,6
7897,Please make more videos on this subject!,6
7898,"I got 10000 subscribers in one day, here is how!",3
7899,What software did you use to make this video?,4
7900,Click here! to win a free iPhone now!!!,3
7901,"Bot followers for sale, cheapest rates! guaranteed!",3
7902,This channel deserves! way more subscribers.,0
7903,"Bot followers for sale, cheapest rates guaranteed!",3
7904,"Make money online fast,! no experience needed!",3
7905,Fix the audio levels in your next upload.,6
7906,I came across this while browsing.!,2
7907,Turn on the captions for accessibility.,6
7908,Subscribe to my channel for free! money giveaway!,3
7909,There are subtitles available for this video.,2
7910,"Thank you! so much for sharing this, really helpful!",0
7911,Please include the source links in the description.,6
7912,Pin this! comment so everyone can see it.,6
7913,The date you mentioned is actually off by one year.,5
7914,Fix the audio levels! in your next upload.,6
7915,Turn on the captions for accessibility.,6
7916,"Great video, very informative and well explained.",0
7917,The link you shared in the description is! broken.,5
7918,The video has a few chapters.,2
7919,"Perfect video, exactly what I was looking for.!",0
7920,"Great video, very informative and well explained.",0
7921,"Great video,! very informative and well explained.",0
7922,What do you think about the alternative approach?,4
7923,Do not skip the introduction next time please.,6
7924,The link! you shared in the description is broken.,5
7925,"This is terrible, complete waste of my time.",1
7926,Please include the source links in the description.,6
7927,"Actually that is not correct, the answer is different.",5
7928,The presenter talks about several points.,2
7929,This video is about twelve minutes long.,2
7930,"Upload more frequently, we need this content!",6
7931,Do not cut the! video so abruptly at the end.,6
7932,This channel is going downhill fast.,1
7933,How long did it take you to! create this?,4
7934,Click here to! win a free iPhone now!!!,3
7935,Share this video with everyone you know.,6
7936,"This made my day, so inspiring and motivating.",0
7937,"Buy cheap views and subscribers now, DM me!",3
7938,Pin this comment so everyone! can see it.,6
7939,Has anyone tried this! on a Mac instead of Windows?,4
7940,Please include the! source links in the description.,6
7941,"I make 500 dollars a day from home, ask me! how!",3
7942,"Really boring and poorly made, thumbs down.",1
7943,"That definition is not! quite accurate, please check again.",5
7944,The video covers! the basics.,2
7945,"I regret watching this, total garbage.",1
7946,I came across! this while browsing.,2
7947,Can you make a follow up video on this topic?,4
7948,You confused two different concepts in this part.,5
7949,How long did it take you! to create this?,4
7950,Pin this comment so everyone can see it.,6
7951,Check my latest video! for free robux and vbucks!,3
7952,This channel deserves way! more subscribers.,0
7953,The spelling of that term is! incorrect in your slides.,5
7954,"Actually that is not correct,! the answer is different.",5
7955,Promo code SPAM50 for discount on my useless product!!,3
7956,"I learned so much from this, thank you!",0
7957,This video is about twelve! minutes long.,2
7958,The presenter! talks about several points.,2
7959,Why is! my result different from what you showed?,4
7960,Can you make a follow up video on this topic?,4
7961,The thumbnail caught my attention.,2
7962,Fix the audio levels in your next upload.,6
7963,Please! slow down when explaining complex parts.,6
7964,I watched this video.,2
7965,I watched this on my phone.,2
7966,This channel deserves way more subscribers.!,0
7967,Please include the! source links in the description.,6
7968,Add timestamps to your videos please.,6
7969,What do you think about the alternative approach?!,4
7970,Do not forget to add subtitles! next time.,6
7971,What is the name of the song in the background?,4
7972,Why does this happen the! way it does?,4
7973,The thumbnail caught my attention.,2
7974,What software! did you use to make this video?,4
7975,"Upload more frequently, we need this content!",6
7976,Please slow! down when explaining complex parts.,6
7977,Do! you have a written version of this tutorial?,4
7978,What is the name of the song in the background?,4
7979,"Excellent explanation, very clear and easy to follow.",0
7980,You confused two different concepts in this part.,5
7981,I believe you meant to say the opposite of what you said.,5
7982,The thumbnail caught my attention.,2
7983,That calculation gives a different result when done correctly.!,5
7984,"I regret watching this, total! garbage.",1
7985,"I got 10000 subscribers in one day, here is how!!",3
7986,"Nothing useful here, just filler content.!",1
7987,Promo code SPAM50 for discount on my useless product!,3
7988,Does anyone know where! I can find more like this?,4
7989,"This made my day, so inspiring and motivating.",0
7990,Please! include the source links in the description.,6
7991,"This is absolutely amazing, loved every second of it!",0
7992,What is the name of the song in the background?,4
7993,You mislabeled the diagram in this section.,5
7994,Is this suitable for complete beginners?,4
7995,Pin this comment so everyone! can see it.,6
7996,The video was! uploaded today.,2
7997,Subscribe to my channel for! free money giveaway!,3
7998,Promo code SPAM50 for discount on my useless product!,3
7999,Click here to win a free iPhone now!!!,3
8000,"Clickbait title, the video delivers nothing.",1
8001,"Fantastic content, keep up the great work!",0
8002,Make a part two! of this video immediately!,6
8003,The video has! a few chapters.,2
8004,"Stop using that background music, it is distracting.",6
8005,Pin this! comment so everyone can see it.,6
8006,"Free followers and likes at my profile, check it out!",3
8007,This channel is going downhill fast.,1
8008,"I got 10000 subscribers in one day, here is how!",3
8009,"This is terrible, complete waste of my time.",1
8010,I think you got the steps in the wrong order here.,5
8011,What software did you use to make this video?,4
8012,The spelling of that! term is incorrect in your slides.,5
8013,There are links in! the description.,2
8014,Share this video with everyone you know.,6
8015,This video is about twelve minutes long.!,2
8016,I watched this on my phone.!,2
8017,That calculation gives a different result when done correctly.,5
8018,Fix the audio levels in your! next upload.,6
8019,There are links in the description.,2
8020,This is a video about the topic.,2
8021,"Thank you so much! for sharing this, really helpful!",0
8022,"This made my day,! so inspiring and motivating.",0
8023,Check my latest video for free robux and vbucks!,3
8024,Is this suitable for complete! beginners?,4
8025,You switched the x and y axes in that chart.,5
8026,"Stop using that background music, it is distracting.",6
8027,One of the best videos! I have watched in a long time.,0
8028,How many hours did you! spend on this project?,4
8029,Is this suitable for complete beginners?,4
8030,You! confused two different concepts in this part.,5
8031,I found this in my recommendations.,2
8032,"This is pure gold, thank you! for the hard work.",0
8033,The video covers the! basics.,2
8034,Please respond! to your comments more often.,6
8035,"Buy cheap views and subscribers now, DM me!",3
8036,Make a part two of this video immediately!,6
8037,"Perfect video, exactly what I was looking for.",0
8038,What do you think about the alternative approach?!,4
8039,The thumbnail caught my! attention.,2
8040,"This is absolutely amazing, loved every second! of it!",0
8041,"Fantastic content, keep up the great work!",0
8042,Do not skip the introduction next time! please.,6
8043,I watched this on my phone.,2
8044,Why! is my result different from what you showed?,4
8045,The presenter talks about several points.,2
8046,"I learned so much from this, thank you!",0
8047,"Small error in the code, you forgot a closing bracket.",5
8048,Really appreciate the effort you put into this.,0
8049,The editing is horrible and the pacing is off.,1
8050,I believe you meant to say the opposite of what you said.,5
8051,The editing is horrible and the pacing is off.,1
8052,Why does this happen the way it does?,4
8053,Can someone! explain what this means?,4
8054,Promo code SPAM50 for discount on my useless product!,3
8055,Do you have a written version of this tutorial?,4
8056,Please slow down when explaining complex parts.,6
8057,What do you think about the alternative approach?,4
8058,Is this suitable for complete beginners?,4
8059,This video is about twelve minutes long.,2
8060,"That is a common misconception, the real answer is different.",5
8061,Subscribe to my channel for free money giveaway!,3
8062,"Excellent explanation, very clear and easy to follow.",0
8063,The video! covers the basics.,2
8064,This is completely wrong! and misleading information.,1
8065,Please! make more videos on this subject!,6
8066,The link you shared in the! description is broken.,5
8067,Really appreciate the effort you! put into this.,0
8068,"Clickbait title, the video delivers nothing.",1
8069,What do you think about the alternative approach?,4
8070,Can someone! explain what this means?,4
8071,I found this in my recommendations.,2
8072,"So many errors in this video, very unprofessional.",1
8073,"I make 500 dollars a day from home, ask me! how!",3
8074,Can you make a follow up video on this topic?,4
8075,Why does this happen the way it does?,4
8076,Please include the source links in the description.,6
8077,"Thank you so! much for sharing this, really helpful!",0
8078,I watched this video.,2
8079,I came across this while! browsing.,2
8080,"Really boring and poorly! made, thumbs down.",1
8081,Why is my result! different from what you showed?,4
8082,Turn on the! captions for accessibility.,6
8083,Pin! this comment so everyone can see it.,6
8084,Does anyone know where I can find more like this?,4
8085,Why is my result different from what you showed?,4
8086,"I learned so much from! this, thank you!",0
8087,I paused this! halfway through.,2
8088,"Beautifully made, the quality is outstanding.",0
8089,What software did you use to make this video?!,4
8090,The spelling of that term is incorrect! in your slides.,5
8091,You switched the x and y axes in that chart.,5
8092,The presenter talks about several points.,2
8093,Share this video with everyone you know.,6
8094,This is the most confusing! explanation I have ever seen.,1
8095,"Clickbait title, the! video delivers nothing.",1
8096,"This made my day, so inspiring and motivating.",0
8097,I paused this halfway through.,2
8098,"I make 500 dollars a! day from home, ask me how!",3
8099,"Thank you so much for sharing! this, really helpful!",0
8100,Fix the audio levels in your next upload.,6
8101,"You are incredibly talented, this is! top notch.",0
8102,"I got 10000 subscribers in one day, here is how!",3
8103,I watched this on my phone.,2
8104,Share! this video with everyone you know.,6
8105,The presenter talks about! several points.,2
8106,"Buy cheap views and subscribers now, DM me!",3
8107,Why does this happen the! way it does?,4
8108,"This is a scam avoid at all costs, visit my page instead!",3
8109,"Clickbait title, the video delivers nothing.",1
8110,How many hours did! you spend on this project?,4
8111,I found this! in my recommendations.,2
8112,"I regret watching this, total garbage.",1
8113,"You are incredibly talented, this is top notch.",0
8114,Why! is my result different from what you showed?,4
8115,There are subtitles! available for this video.,2
8116,Make a part two of this video immediately!,6
8117,"Perfect video, exactly what I was looking for.",0
8118,"Thank you so much for sharing this, really helpful!",0
8119,"This is pure gold, thank you for the hard! work.",0
8120,"This is pure gold, thank you for the hard work.",0
8121,"Free crypto airdrop,! send me your wallet address!",3
8122,"This is a scam avoid at! all costs, visit my page instead!",3
8123,Share this video! with everyone you know.,6
8124,"This is terrible, complete waste! of my time.",1
8125,Make a part two of this video immediately!,6
8126,How long did it take you to create! this?,4
8127,Is this suitable for complete! beginners?,4
8128,"This is a scam avoid at all costs, visit my page instead!",3
8129,"I! regret watching this, total garbage.",1
8130,You! switched the x and y axes in that chart.,5
8131,"The audio! quality is awful, could not understand anything.",1
8132,The! date you mentioned is actually off by one year.,5
8133,I believe! you meant to say the opposite of what you said.,5
8134,You switched the x and y axes in that chart.,5
8135,Do not cut! the video so abruptly at the end.,6
8136,You confused two different concepts in! this part.,5
8137,"Free crypto airdrop, send me your wallet address!",3
8138,Why is my result different from what you showed?,4
8139,This is a! video about the topic.,2
8140,You made a mistake at around! the three minute mark.,5
8141,Do not cut the video so abruptly at the end.,6
8142,"Actually that is not correct, the answer is different.",5
8143,"Excellent explanation, very clear and easy to follow.",0
8144,Fix the audio! levels in your next upload.,6
8145,Pin this comment so everyone can see it.,6
8146,Can you make a follow up video on this topic?,4
8147,"So well done, I watched it three times already.",0
8148,This! is the most confusing explanation I have ever seen.,1
8149,Please! make more videos on this subject!,6
8150,Why is my! result different from what you showed?,4
8151,"I make 500 dollars a day from home, ask me how!",3
8152,Can someone explain what this means?!,4
8153,What! do you think about the alternative approach?,4
8154,"I regret watching this, total garbage.",1
8155,Promo code SPAM50 for discount on my useless product!,3
8156,The video has a few! chapters.,2
8157,"Worst video I have seen,! very disappointing.",1
8158,"Very rude presenter, extremely off-putting.",1
8159,I! came across this while browsing.,2
8160,I watched this on! my phone.,2
8161,"This is terrible,! complete waste of my time.",1
8162,Check my latest video for free! robux and vbucks!,3
8163,How long did it take you to create this?,4
8164,I watched this video.,2
8165,"Actually that is not correct, the answer is different.",5
8166,"This made my day, so inspiring and motivating.",0
8167,The thumbnail caught my attention.!,2
8168,The video covers the basics.,2
8169,The formula you used there is actually wrong.!,5
8170,"Nothing useful here, just filler content.",1
8171,Subscribe to my channel for free! money giveaway!,3
8172,"This is pure gold, thank you for the hard work.",0
8173,"Stop using that background music, it is distracting.",6
8174,"So many errors in this video, very unprofessional.",1
8175,The video has a few chapters.,2
8176,"Clickbait title, the video! delivers nothing.",1
8177,"Buy cheap views and subscribers now, DM me!",3
8178,Please include the source links in the description.,6
8179,Can you make a follow! up video on this topic?,4
8180,Do you have a written version of this tutorial?,4
8181,"Fantastic content, keep up the great work!",0
8182,"Beautifully made, the quality is outstanding.",0
8183,I think you got the steps in the wrong! order here.,5
8184,"Great video, very informative and well explained.",0
8185,"You are incredibly talented, this is top! notch.",0
8186,Add timestamps to your videos please.,6
8187,I think you got the steps in the wrong order! here.,5
8188,Do not forget to add subtitles next time.,6
8189,This is the most confusing explanation! I have ever seen.,1
8190,You confused two different concepts in this part.,5
8191,The thumbnail caught my attention.,2
8192,"Upload more frequently,! we need this content!",6
8193,This is! a video about the topic.,2
8194,"I got 10000 subscribers in one day, here is how!!",3
8195,"I learned so much from this, thank you!",0
8196,"Stop! using that background music, it is distracting.",6
8197,"Great video, very informative and well explained.",0
8198,Why does this happen the way it does?,4
8199,This channel! deserves way more subscribers.,0
8200,Do not cut the video so abruptly at the! end.,6
8201,What is the name of the! song in the background?,4
8202,"Upload more frequently, we need this content!",6
8203,What software did you use to make this video?,4
8204,"Dating site for singles, click the link below!",3
8205,This channel deserves! way more subscribers.,0
8206,"That is a common! misconception, the real answer is different.",5
8207,I watched this on my phone.!,2
8208,The editing is horrible and the pacing is off.!,1
8209,"Clickbait! title, the video delivers nothing.",1
8210,Why does this happen the! way it does?,4
8211,The link you shared in the description is broken.,5
8212,Subscribe to my channel for free money giveaway!,3
8213,"I learned so much from this, thank! you!",0
8214,I came across this while! browsing.,2
8215,This was suggested to me by YouTube.,2
8216,I paused this halfway through.,2
8217,"This is pure gold, thank you for the hard work.",0
8218,"Actually that is not correct, the answer is different.",5
8219,"Great video, very informative and well! explained.",0
8220,"Buy cheap views and subscribers now, DM me!",3
8221,Why is my result different! from what you showed?,4
8222,That calculation gives a different! result when done correctly.,5
8223,The presenter talks about several points.,2
8224,Do not forget to add subtitles next time.,6
8225,"Dating site for singles, click the link below!",3
8226,I came across! this while browsing.,2
8227,This is the most confusing explanation I have ever seen.,1
8228,"Make! money online fast, no experience needed!",3
8229,"Actually that is not correct, the answer is different.",5
8230,How many hours did you! spend on this project?,4
8231,This is a video about the topic.,2
8232,How long did it! take you to create this?,4
8233,"Excellent explanation, very! clear and easy to follow.",0
8234,Share this video with everyone you know.!,6
8235,Do not forget to! add subtitles next time.,6
8236,The video was uploaded today.,2
8237,"Buy! cheap views and subscribers now, DM me!",3
8238,"Small error in the code, you forgot a closing bracket.",5
8239,I paused this halfway through.,2
8240,Is this method still relevant in the current year?,4
8241,That calculation gives a different result! when done correctly.,5
8242,"You are incredibly talented, this is top! notch.",0
8243,"Great video, very informative and well explained.",0
8244,Add timestamps to your videos please.,6
8245,How long did it take you to create this?,4
8246,This is completely! wrong and misleading information.,1
8247,"Bot followers for sale,! cheapest rates guaranteed!",3
8248,"I regret watching this, total garbage.",1
8249,Unsubscribed after! watching this disaster.,1
8250,The! video has a few chapters.,2
8251,Please make more videos on this subject!,6
8252,"Small error in the code,! you forgot a closing bracket.",5
8253,What! is the name of the song in the background?,4
8254,There are! subtitles available for this video.,2
8255,Pin! this comment so everyone can see it.,6
8256,"Free followers and likes at my profile, check! it out!",3
8257,Share this video with everyone you know.,6
8258,Is this method still relevant in the! current year?,4
8259,I found this in my! recommendations.,2
8260,Subscribe to my channel for free money giveaway!,3
8261,One of the best videos I have watched in a! long time.,0
8262,Can you make a follow up video on this! topic?,4
8263,"Free followers and likes at my profile, check it out!",3
8264,"Small error in the code, you forgot a closing bracket.",5
8265,Does anyone know where I can find more like this?,4
8266,The video covers the basics.,2
8267,"Very rude presenter, extremely! off-putting.",1
8268,Check my latest video for free robux and vbucks!,3
8269,"Fantastic content, keep up the great work!",0
8270,I came across this! while browsing.,2
8271,"Make money online fast, no experience needed!",3
8272,"Stop using that! background music, it is distracting.",6
8273,"Free followers and likes at my profile, check it out!",3
8274,There are links in the description.!,2
8275,"Great video, very informative and well explained.",0
8276,I watched this video.,2
8277,"Really boring and poorly made,! thumbs down.",1
8278,The editing is horrible and the pacing is off.,1
8279,I paused this halfway through.,2
8280,"Great video,! very informative and well explained.",0
8281,Pin this comment so everyone can see it.,6
8282,"I learned so much from this, thank you!",0
8283,"Make money online! fast, no experience needed!",3
8284,What software did you use to make this video?,4
8285,The link you shared in the description! is broken.,5
8286,One of the best videos! I have watched in a long time.,0
8287,The video covers the! basics.,2
8288,"Great video, very informative and! well explained.",0
8289,What software did you use to make! this video?,4
8290,The editing is horrible and the pacing is off.,1
8291,Add timestamps to your videos please.,6
8292,The video was uploaded today.,2
8293,This channel is going downhill fast.,1
8294,Why does this happen the way it does?,4
8295,"Nothing useful here, just filler content.",1
8296,"Excellent explanation, very clear and easy to! follow.",0
8297,"You are incredibly! talented, this is top notch.",0
8298,"Free crypto airdrop, send me your wallet address!!",3
8299,Can someone explain what this means?,4
8300,The! thumbnail caught my attention.,2
8301,The link you shared! in the description is broken.,5
8302,The formula you used there is actually wrong.,5
8303,This is the most confusing explanation I have ever seen.,1
8304,This! is completely wrong and misleading information.,1
8305,There are! subtitles available for this video.,2
8306,"The audio quality is awful, could not understand anything.",1
8307,This! is a video about the topic.,2
8308,Does anyone know where I can find more like this?,4
8309,"Bot followers for! sale, cheapest rates guaranteed!",3
8310,There are subtitles available for! this video.,2
8311,Pin this comment so everyone can see it.,6
8312,Click here to win a free iPhone now!!!,3
8313,Why is my result different from what you showed?,4
8314,"Free crypto airdrop, send me your wallet address!",3
8315,Why does this happen the way it does?,4
8316,"That is a common misconception, the real answer is different.",5
8317,"Thank you so much for sharing this, really helpful!",0
8318,"I make 500 dollars a day from home, ask me how!",3
8319,The thumbnail caught my attention.!,2
8320,The spelling of that term is incorrect in! your slides.,5
8321,The editing is horrible and the pacing is off.,1
8322,"You are incredibly talented, this is top notch.",0
8323,Where can I download the files you used here?,4
8324,I paused this halfway! through.,2
8325,"Thank you so much for sharing this, really helpful!",0
8326,The date you mentioned is actually off by one year.,5
8327,"Upload! more frequently, we need this content!",6
8328,The spelling of that term is incorrect in your slides.,5
8329,I watched this on my phone.,2
8330,The video was uploaded today.,2
8331,Does anyone know where I can find more! like this?,4
8332,"Clickbait title, the video delivers nothing.!",1
8333,"Upload more frequently,! we need this content!",6
8334,This is the most confusing! explanation I have ever seen.,1
8335,You mislabeled the diagram in this section.,5
8336,There are subtitles! available for this video.,2
8337,Please! slow down when explaining complex parts.,6
8338,This channel is going downhill fast.,1
8339,"Free followers and likes at my profile, check it out!",3
8340,Please respond to your comments more often.,6
8341,This channel deserves way more! subscribers.,0
8342,"Buy cheap views and subscribers now, DM! me!",3
8343,I watched this video.,2
8344,This video is about! twelve minutes long.,2
8345,"Free followers and likes at my profile, check it out!",3
8346,Do not cut the video! so abruptly at the end.,6
8347,The link you shared in the description is broken.,5
8348,"Actually that is not correct, the answer is different.",5
8349,The date you mentioned is actually off! by one year.,5
8350,"This is terrible, complete waste of my time.",1
8351,Has anyone tried this! on a Mac instead of Windows?,4
8352,Do not skip the introduction next time please.,6
8353,This was suggested! to me by YouTube.,2
8354,"This is absolutely! amazing, loved every second of it!",0
8355,What software did you use to make this video?,4
8356,Fix the audio levels in your next upload.,6
8357,"Free crypto! airdrop, send me your wallet address!",3
8358,Please include the source links in the description.,6
8359,"Stop using that! background music, it is distracting.",6
8360,This video! is about twelve minutes long.,2
8361,The editing is horrible and the pacing is off.,1
8362,Please include the source links in the description.,6
8363,Turn on the captions for accessibility.,6
8364,I believe you meant to say the opposite of what! you said.,5
8365,Share this video with everyone you know.,6
8366,Fix the audio levels in your next! upload.,6
8367,The presenter talks about several points.,2
8368,Where can I download the files! you used here?,4
8369,"You are incredibly talented, this is top notch.",0
8370,The spelling of that term is incorrect in your! slides.,5
8371,I paused this halfway through.,2
8372,"Clickbait title, the! video delivers nothing.",1
8373,Do you have a written version of this tutorial?,4
8374,"Upload more frequently,! we need this content!",6
8375,The video has a few chapters.,2
8376,This was suggested to me by YouTube.,2
8377,First comment! Subscribe to! me for no reason!,3
8378,"I regret watching! this, total garbage.",1
8379,"This is terrible, complete waste of my! time.",1
8380,What is the name of the song in the background?,4
8381,The presenter talks about several points.,2
8382,That calculation gives a different result when! done correctly.,5
8383,The formula you used there is actually wrong.,5
8384,Do not forget to add subtitles next time.,6
8385,Do you have a written version of this tutorial?!,4
8386,Where can I download the files you used here?,4
8387,The spelling! of that term is incorrect in your slides.,5
8388,Can someone explain what! this means?,4
8389,How many! hours did you spend on this project?,4
8390,"Free followers and likes at my profile, check it out!",3
8391,Promo code SPAM50 for discount! on my useless product!,3
8392,"Worst video I have seen, very disappointing.",1
8393,I came across this while browsing.!,2
8394,What do you think about the alternative approach?,4
8395,"So many errors in this! video, very unprofessional.",1
8396,Subscribe to my channel for free money giveaway!,3
8397,"This made my! day, so inspiring and motivating.",0
8398,This channel deserves way more subscribers.!,0
8399,This is the most confusing explanation I have ever seen.,1
8400,The editing is horrible and the pacing is off.,1
8401,Has anyone tried this on a Mac instead of Windows?,4
8402,"Buy cheap views! and subscribers now, DM me!",3
8403,"This is pure gold, thank you for the hard work.",0
8404,"Really boring and poorly made, thumbs down.",1
8405,"I got 10000 subscribers in one day, here is how!",3
8406,"I make 500 dollars a day from home, ask me how!",3
8407,The video covers the basics.,2
8408,This channel deserves way more subscribers.,0
8409,Can someone explain what this means?!,4
8410,There are links in the description.,2
8411,"Upload more frequently, we need this content!!",6
8412,You confused two different concepts in this! part.,5
8413,"Actually that is not correct, the answer is different.",5
8414,Please make more videos on this subject!,6
8415,"Free followers and likes at my profile, check! it out!",3
8416,"Upload more frequently, we need this! content!",6
8417,"Stop using that background music, it is distracting.",6
8418,I paused this halfway through.,2
8419,"This is absolutely amazing, loved every second of it!",0
8420,"Upload more frequently, we need this content!!",6
8421,"Great video,! very informative and well explained.",0
8422,The! video has a few chapters.,2
8423,"You are incredibly talented, this is top notch.!",0
8424,"So many errors in this video, very unprofessional.",1
8425,"The audio quality is awful, could not understand anything.",1
